original_job_id,job_id,title,institution,company_id,location,experience_years_required,experience_level,field_of_study,salary_min,salary_max,published_at,expires_at,status,real_total_applicants,real_total_engagements
1605000000-901101060100000000-00072,a4dc1c66-0941-5eb2-82f4-ab60a00a2e4f,Cardiovascular Disease Officer,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Ngoma,0,entry,Health and Welfare (Health and Medical Sciences),220000,258958,01/07/2026,24/02/2027,active,41,41
1421000000-090201000000000000-00043,98443b98-01a0-5c8b-886e-399a78715d85,Chemistry Examination Officer,NATIONAL EXAMINATION AND SCHOOL INSPECTION AUTHORITY,ca479cac-13b3-5d61-a3bc-a9f9bf3f2e39,Rubavu,0,entry,Education,220000,287327,06/07/2026,09/01/2027,active,149,149
4100000000-801010309700000000-00066,b96f09b3-b7be-5617-bc08-f5d0a126f2c6,Finance and Administration Officer,BUGESERA DISTRICT,c8a4c97f-7988-5f08-822d-7183bfec5e8e,Bugesera,0,entry,"Business, Administration and Law",220000,291986,25/06/2026,04/10/2026,active,2072,2072
1419008000-301202000000000000-00056,b5db70d3-2db4-5d84-b764-75b1cca8c59b,Warden,RP GISHARI COLLEGE,1f0c9a5e-84bc-5e46-b807-a1ee7596bea3,Gakenke,0,entry,Education,220000,278959,18/07/2026,12/11/2026,active,964,964
5000003001-020000000700000000-00016,6aa2d731-9710-537f-a42b-c2bac320aeed,Social Worker A2,MUHANGA DISTRICT,36d554e4-6fbb-53ca-aae7-53010481a5f7,Muhanga,0,entry,Health and Welfare (Health and Medical Sciences),220000,302590,25/08/2026,29/01/2027,active,189,189
1414000000-301000000000000000-00098,874891a0-6cbf-50af-9745-88e521f56471,Librarian,RWANDA NATIONAL COMMISSION FOR UNESCO,7627d707-ee56-58c6-b8f3-87a6284295a0,Gicumbi,0,entry,"Business, Administration and Law",220000,302423,22/07/2026,03/11/2026,active,17,17
5900000000-801105070000000000-00035,24b7047c-fc53-50d5-ba8a-5adaae7ea28c,IT/MIS Officer,NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,0,entry,"Engineering, Manufacturing and Construction",220000,256545,30/07/2026,21/01/2027,active,169,169
0302000000-060000000000000001-00003,b55b47d4-ecb3-5176-8c87-cfeff8ba5cea,Director of Administration & Finance Unit,NATIONAL PUBLIC SERVICE COMMISSION,d7ad4463-4b94-51eb-bd41-130265091cdd,Muhanga,3,mid,"Business, Administration and Law",475000,637581,25/10/2026,10/04/2027,active,660,660
2300000000-010102020000000000-00029,9faac880-6a7b-57f6-8694-82d329d1ad8e,LG Inspection Specialist,Ministry of Local Government,3c489e18-6c38-5fad-b9de-8244b54480e6,Nyamasheke,3,mid,"Business, Administration and Law",475000,562866,21/10/2026,17/06/2027,active,789,789
2900001001-102001000000000000-00041,9f458bbc-654a-535e-8323-2addf4006b2b,Gender Specialist,Ministry of Environment,1b4a5931-44f1-5314-9790-f731e41f7c26,Gasabo,5,senior,"Business, Administration and Law",525000,689684,13/10/2026,12/04/2027,active,734,734
1606000000-999990110101111100-00011,c4afb193-730b-5bbd-825e-1230c860bfc3,Post Marketing Surveillance Specialist (Human Medicines),RWANDA FOOD AND DRUGS AUTHORITY,0ca9c11c-8d09-5737-9fd5-50da983015af,Muhanga,3,mid,"Natural Sciences, Mathematics and Statistics",475000,615568,16/10/2026,14/01/2027,active,213,213
0901000000-140603000000000000-00015,5f5c1291-b4da-5147-a45d-7417968dc010,Semen Quality Assurance Technician,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Nyamasheke,0,entry,"Natural Sciences, Mathematics and Statistics",220000,271131,02/07/2026,20/01/2027,active,240,240
4800000000-801103030000000000-00045,434c856a-eeac-5036-bc1c-5e034344db3b,Investment Promotion and Financial Services Officer,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Business, Administration and Law",220000,291720,18/07/2026,22/12/2026,active,351,351
1305000000-901202020000000000-00120,7e640a9a-9e6a-5109-ae7e-3c8b0af70321,Forensic drugs and chemistry officer,RWANDA FORENSIC INSTITUTE,b2a87346-fef0-58cd-bd70-b253216f0f8a,Karongi,0,entry,"Natural Sciences, Mathematics and Statistics",220000,294482,10/06/2026,12/01/2027,active,468,468
1412002000-312062000000000000-00277,33b0603c-5957-5d94-92b7-0e611f9faff4,Laboratory technician in Biomas Laboratory,RP TUMBA COLLEGE,b4ac750b-a2c8-509c-a7d2-ba186be70088,Karongi,0,entry,Information and Communication Technologies (ICTs),220000,277817,17/09/2026,20/01/2027,active,176,176
4200003001-020000000200000000-00022,ece0a63e-538e-5adb-b4f6-8b7abf20d6e7,Head of Social Services,GATSIBO DISTRICT,a49ac88d-1113-5354-91a2-c95d6f247102,Rubavu,0,entry,Health and Welfare (Health and Medical Sciences),220000,271166,17/08/2026,18/01/2027,active,0,0
4200003001-020000000100000000-00198,ed008aca-6d98-5987-9bab-79c028095db2,Driver,GATSIBO DISTRICT,a49ac88d-1113-5354-91a2-c95d6f247102,Nyagatare,0,entry,Education,220000,281467,05/10/2026,27/02/2027,active,25,25
1001000000-140203010000000000-00064,90c78483-7a1b-5532-a0e7-18260f365f93,Building Materials laboratories Officer,RWANDA STANDARDS BOARD,2359a6c3-9b45-5036-9b52-03c3fd918bfc,Kicukiro,0,entry,"Engineering, Manufacturing and Construction",220000,294973,26/08/2026,10/04/2027,active,504,504
4900003001-208010000000000000-00006,37badff6-10ef-5dbf-af77-54da5b7615aa,Data Manager A1/A0,GISAGARA DISTRICT,94bd2c31-0100-5f48-baa1-b15508b12050,Ngoma,0,entry,"Natural Sciences, Mathematics and Statistics",220000,287921,04/10/2026,07/02/2027,active,14,14
1700000000-090200000000000000-00029,452c3238-ef90-5f57-b914-78040a309125,Director of Victims & Witness Protection & Assistance,NATIONAL PUBLIC PROSECUTION AUTHORITY,98fa0339-7034-578d-9127-c8660fbc9cc6,Burera,3,mid,"Business, Administration and Law",475000,654176,24/07/2026,17/01/2027,active,551,551
1605000000-901200000000000000-00167,c66ccafa-ce7a-5c84-bf89-a01f14bd278c,Health infographic Content Specialist,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Huye,3,mid,Information and Communication Technologies (ICTs),475000,587093,20/10/2026,09/05/2027,active,29,29
2305000000-901300000000000000-00010,d267c48d-84a0-5ac9-ae36-a16722c2c490,Procurment Officer,LOCAL ADMINISTRATIVE INTITIES DEVELOPMENT AGENCY,a2a8c6ff-df00-56c7-8b9e-753b82c3e093,Muhanga,0,entry,"Business, Administration and Law",220000,303809,20/08/2026,13/01/2027,active,109,109
1419004000-030000000000000000-00002,5a0fbc3f-5221-5ce1-b5cc-46cc15dfc40c,Warden,RP HUYE COLLEGE,81a1dad5-202f-5060-bf35-06a535fa2045,Huye,0,entry,Education,220000,281914,17/09/2026,23/12/2026,active,360,360
1602000000-201102000000000000-00053,c7a24ce2-92b3-5ea2-8382-bb2d38b5d38b,Hospital Bed Coordination Officer,CENTRAL UNIVERSITY HOSPITAL OF BUTARE,1cc90452-1205-5182-b85d-1874e4c0b5aa,Rusizi,3,mid,Health and Welfare (Health and Medical Sciences),475000,654832,30/10/2026,15/06/2027,active,28,28
5000003001-020000000700000000-00205,21748a91-4e2d-5d36-9c29-5c046b18acbc,Head of Health Center,MUHANGA DISTRICT,36d554e4-6fbb-53ca-aae7-53010481a5f7,Muhanga,5,senior,"Natural Sciences, Mathematics and Statistics",525000,622748,16/08/2026,15/02/2027,active,511,511
4600000000-801101030000000000-00016,8b5161e7-ba4d-5f5d-b9a3-d540d4dbd40e,Director of Public Health,RWAMAGANA DISTRICT,c3234125-c1c3-52c4-bec2-cfb7c4453587,Rwamagana,3,mid,"Natural Sciences, Mathematics and Statistics",475000,575786,12/10/2026,02/03/2027,active,379,379
1601000000-201010200000000000-00054,84551bd4-3845-53fb-9a00-740eeef895c8,Human Resource Officer,CENTRAL UNIVERSITY HOSPITAL OF KIGALI,29616e3e-5b8f-597b-9988-05cd7dd37c14,Nyagatare,0,entry,"Business, Administration and Law",220000,286791,09/10/2026,04/02/2027,active,173,173
4800000000-801103180000000000-00077,bb52a29f-bd6b-5897-b531-09ac29a221e3,Business Development and Employment Promotion Officer,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Business, Administration and Law",220000,269060,03/10/2026,01/01/2027,active,620,620
4800003001-206400000000000000-00008,cd974ec7-c2ec-53bc-bf5d-39052ff752ee,Recovery Officer,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Business, Administration and Law",220000,294867,20/08/2026,26/03/2027,active,1023,1023
0800000000-101305060000000000-00072,c672a2db-f6ac-5102-bf2f-e39fd9a5f6c2,Eastern & Southern Europe Affairs Officer,Ministry of Foreign Affairs and International Cooperation,8829c2b2-9325-561d-bbf1-693a04731d39,Muhanga,0,entry,"Business, Administration and Law",220000,255665,19/10/2026,19/02/2027,active,2129,2129
5400003002-021101000000000000-00023,56ce3c1a-90ca-54d1-bb6e-6b5611ee9c29,Procurement Officer,RUSIZI DISTRICT,ccdd88e7-36d4-5f77-8419-148f566e219f,Rusizi,0,entry,"Business, Administration and Law",220000,275609,12/10/2026,10/02/2027,active,2,2
4700003001-020000001500000000-00009,238cbfbf-9585-57bb-8078-1cf82523f68c,Data Manager A1/A0,HUYE DISTRICT,8389d518-a63f-5b73-b6aa-59f323787365,Huye,0,entry,"Natural Sciences, Mathematics and Statistics",220000,278121,26/06/2026,06/10/2026,active,411,411
1005000000-901201010300000000-00053,b17e3a60-484b-5a42-ab60-5e48e88685d7,Civil Engineering Inspector,"RWANDA INSPECTORATE , COMPETITION  AND CONSUMER PROTECTION  AUTHORITY",4f3db897-894d-5b06-bbb4-bf47a088b696,Rubavu,0,entry,"Engineering, Manufacturing and Construction",220000,298248,07/07/2026,14/01/2027,active,971,971
1420000000-090000000000000000-00083,5a96a0b3-6561-5c0a-8e3e-af4c7b8fa023,Fine and plastic Arts Teacher (A1),RWANDA TVET BOARD,445f077e-502f-5357-9104-6a4bc44ae644,Nyamasheke,0,entry,Information and Communication Technologies (ICTs),220000,299533,24/07/2026,16/02/2027,active,46,46
2318000000-901103000000000000-00018,6f80deb2-3e9b-55d4-a328-db27823acb16,Trainer/ Masonry,NATIONAL REHABILITATION SERVICE,37d37d39-6884-5b72-813c-5be1d0aebeab,Nyamasheke,0,entry,"Engineering, Manufacturing and Construction",220000,269253,16/08/2026,28/12/2026,active,1,1
1413000000-090101010400000000-00068,ee571833-5a7b-5428-b8f2-48ce0dc3ba7f,Social Sciences and Humanities Teacher Training Officer,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Burera,0,entry,Education,220000,286184,11/08/2026,27/03/2027,active,2625,2625
4300000000-801101010201000000-00007,8a66704d-9d15-5f27-bda9-d823b2fc894f,Director of Human Resources and Administration,KAYONZA DISTRICT,285e5a0c-eb3a-5553-8cdb-bb6b227b586d,Kayonza,3,mid,"Business, Administration and Law",475000,610756,08/07/2026,03/03/2027,active,251,251
5300000000-801103160600000000-00323,d61f9029-c10f-5e32-aa55-5115857f0980,Executive Secretary,NYARUGURU DISTRICT,be6df96d-d4e7-5e8f-904a-ef4f3521a93b,Rutsiro,3,mid,"Natural Sciences, Mathematics and Statistics",475000,619198,04/08/2026,29/03/2027,active,1490,1490
1417000000-301101090700000000-01114,4cb08a0e-07e3-520c-946d-a714361246cb,Lab technician  of school of Education Rukara Campus- CE,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Burera,0,entry,Education,220000,264006,20/08/2026,02/03/2027,active,1521,1521
5600000000-801301000000000000-00071,cf8d5c5b-d665-5d96-8622-da3d4f2f25e7,Good Governance and Specific Programs Officer,RUBAVU DISTRICT,2e4a68ad-17b3-52cb-8477-bdcc3192a60e,Rubavu,0,entry,"Business, Administration and Law",220000,282172,27/10/2026,23/06/2027,active,1763,1763
6100003001-020000000800000000-00101,61339345-5bd6-5be0-81aa-70e20e5b79b0,Head of Health Center,BURERA DISTRICT,c4128617-4671-5d0c-90db-21350d0dfb04,Burera,5,senior,"Business, Administration and Law",525000,608557,13/10/2026,05/04/2027,active,0,0
0901001004-140107030000000000-00043,5aa9b7ef-7081-5fdd-8a86-e010961207db,District Agronomist and Community Development Officer,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Nyamagabe,5,senior,"Natural Sciences, Mathematics and Statistics",525000,709894,08/07/2026,27/12/2026,active,306,306
5400000000-801101070000000000-00017,2652525f-b873-5b52-9c92-aa53477a068d,Director of Education,RUSIZI DISTRICT,ccdd88e7-36d4-5f77-8419-148f566e219f,Rusizi,3,mid,"Natural Sciences, Mathematics and Statistics",475000,632145,31/08/2026,03/02/2027,active,1170,1170
5700003001-212400000000000000-00014,0030e069-af15-55a3-bee8-ae4268a29ed2,Recovery Officer,KARONGI District,850a9fe3-e6e6-5af6-a956-e50c7dad50c9,Karongi,0,entry,"Business, Administration and Law",220000,268266,16/10/2026,12/05/2027,active,2131,2131
5000000000-801101011300000000-00320,600bc5cc-1c18-5738-a8f5-a1e73ef09b9e,Civil Registration and Notary,MUHANGA DISTRICT,36d554e4-6fbb-53ca-aae7-53010481a5f7,Muhanga,0,entry,"Business, Administration and Law",220000,303593,28/07/2026,09/01/2027,active,204,204
5200003001-020000001900000000-00001,7f29ea9f-9ed6-5a33-9357-f32ab39655c9,Accountant A1,NYANZA DISTRICT,59f60bc1-38a0-554a-8be5-c603b26aa28b,Gakenke,0,entry,"Business, Administration and Law",220000,300993,08/08/2026,19/12/2026,active,18,18
4800003001-020000000500000000-00008,f6c21f30-6e90-5e44-9b6f-ea2e1cb7101f,Data Manager A1/A0,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Business, Administration and Law",220000,287154,19/08/2026,23/03/2027,active,316,316
1503000000-601300000000000000-00002,c9b936bd-8cf5-5ce8-8516-d9d2c56347e5,Heroism Values Education Specialist,"CHANCELLERY FOR HEROS, NATIONAL ORDERS AND DECORATION OF HONOURS",7636a50a-be07-5cbe-b4b1-5f2d53bd6a7b,Ngoma,3,mid,Education,475000,621558,17/07/2026,11/03/2027,active,677,677
1601000000-201033000000000000-00003,d2d1357c-6a02-51c4-ac2b-6ecaac60e20a,Monitoring & Evaluation Officer,CENTRAL UNIVERSITY HOSPITAL OF KIGALI,29616e3e-5b8f-597b-9988-05cd7dd37c14,Rusizi,0,entry,"Business, Administration and Law",220000,287700,30/07/2026,14/01/2027,active,2222,2222
6800003001-020000000900000000-00077,68ee8429-001d-5cb0-ade7-aaa89afa2171,Cashier A2,KICUKIRO DISTRICT,273de5c9-4e8a-5e71-8e48-6602bba8916c,Kicukiro,0,entry,"Business, Administration and Law",220000,295682,05/08/2026,12/11/2026,active,5,5
6300000000-801301020000000000-00010,8ca16f83-0e79-5336-b8bd-6e0509e6d2b7,"Director of Planning, Monitoring and Evaluation",MUSANZE DISTRICT,429cf6c7-e319-5db8-b32d-d396baa1f819,Musanze,3,mid,"Business, Administration and Law",475000,584572,17/09/2026,26/02/2027,active,419,419
4500000000-801101120000000000-00072,359f12be-3224-51bd-92df-92fa121685c7,"Land, Infrastructures, Habitat and Community settlement Officer",NYAGATARE DISTRICT,ea57dad2-1ad5-5d85-b3e2-419c988cf789,Nyagatare,0,entry,"Business, Administration and Law",220000,277748,05/09/2026,15/04/2027,active,457,457
1420000000-908000000000000000-00037,3d3abdcf-6d89-5656-a34e-e4a07a199d83,Private Sector Engagement  Program Manager,RWANDA TVET BOARD,445f077e-502f-5357-9104-6a4bc44ae644,Gasabo,6,senior,"Business, Administration and Law",550000,643028,19/09/2026,11/03/2027,active,238,238
0901000000-140202060000000000-00058,3e08a570-e69f-535d-8e41-e300b0304c9f,Station Manager,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Nyamagabe,3,mid,"Business, Administration and Law",475000,562366,29/07/2026,28/02/2027,active,0,0
1202000000-901101030000000000-00064,f5044fb0-dacb-5662-908d-c36cc931a6a1,Health Statistician,NATIONAL INSTITUTE OF STATISTICS OF RWANDA,009cd6a6-c7db-581a-b467-7926ca0b28a1,Burera,0,entry,"Natural Sciences, Mathematics and Statistics",220000,268813,19/06/2026,31/12/2026,active,824,824
4900000000-801103090400000000-00323,1f404dcd-77bf-591b-b3fe-823f3fe8088c,Executive Secretary,GISAGARA DISTRICT,94bd2c31-0100-5f48-baa1-b15508b12050,Rusizi,3,mid,"Natural Sciences, Mathematics and Statistics",475000,604404,07/10/2026,09/04/2027,active,2220,2220
6600003001-020000000100000000-00026,5bb65cb3-852b-55a7-94c7-72df282f5004,Customer Care Officer,RUHANGO DISTRICT,47f78d9e-5fd5-57bf-aa7f-abb47fe487df,Bugesera,0,entry,"Business, Administration and Law",220000,305965,30/07/2026,23/11/2026,active,0,0
2500000000-101901000000000000-00081,05a4fcc3-3534-5b3c-9f28-687028b5d908,Structural Risk Recovery Specialist,Ministry in charge of Emergency Management,89ef17e7-ce34-5e50-93b4-b34fe9fb998c,Rwamagana,3,mid,"Engineering, Manufacturing and Construction",475000,604245,11/06/2026,17/01/2027,active,386,386
6200000000-801101290000000000-00105,46c9684a-9b73-5cf2-97dc-d4a9eb549962,ECD Focal Point,GICUMBI DISTRICT,afc9e29c-6db0-54ae-91bc-4cb20c590c45,Gicumbi,0,entry,Education,220000,254239,07/06/2026,11/11/2026,active,473,473
5400000000-801101140000000000-00318,9df57d9b-1df6-504c-ac61-8782ce88dea8,Education Officer,RUSIZI DISTRICT,ccdd88e7-36d4-5f77-8419-148f566e219f,Rusizi,0,entry,Education,220000,292928,13/09/2026,17/03/2027,active,1622,1622
0901000000-140000000000000000-00051,66e0ae0a-31f3-5826-8655-6a3176c4d81d,Data Management Specialist,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Gakenke,3,mid,"Natural Sciences, Mathematics and Statistics",475000,589198,16/06/2026,15/11/2026,active,121,121
4500000000-801101170000000000-00076,1f0e52b1-12c8-5471-a8f1-027cd18f3216,Civil registration and Notary,NYAGATARE DISTRICT,ea57dad2-1ad5-5d85-b3e2-419c988cf789,Nyagatare,0,entry,"Business, Administration and Law",220000,253003,13/09/2026,21/04/2027,active,118,118
6000000000-812301012300000000-00075,a67b1d08-9598-554a-9683-a43d310c396e,Education Officer,RUTSIRO District,19087e75-e078-5bad-9dcc-999331552532,Rutsiro,0,entry,Education,220000,262926,30/07/2026,26/12/2026,active,1633,1633
6000000000-812301010300000000-00042,3f35ec73-9954-595a-9ffc-efa94252d04f,District Infrastructure Property Management Officer,RUTSIRO District,19087e75-e078-5bad-9dcc-999331552532,Rutsiro,0,entry,"Business, Administration and Law",220000,264726,03/10/2026,20/03/2027,active,272,272
7000000000-801201010114050000-00399,1f39b382-8bda-5f03-9ca2-698fc78084e2,Entrepreneurship Development and Business Promotion/Team Leader,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Nyarugenge,2,mid,"Business, Administration and Law",450000,594220,28/07/2026,25/01/2027,active,2062,2062
5900003001-225102000000000000-00002,78d5988e-dc9a-5fa7-980c-f7a4b59c3b80,"Medical Education, Research and CPD in Allied Health Sciences Officer",NYAMASHEKE DISTRICT,df7f48ff-d7a0-5e14-bcac-b031721cb870,Nyamasheke,0,entry,Education,220000,262228,13/10/2026,28/05/2027,active,57,57
6400000000-308811012700000000-00072,fbfd8c09-5acf-550a-b4cf-779a1d7cb801,"Land, Infrastructures, Habitat and Community settlement Officer",RULINDO DISTRICT,32c88a44-7bc5-50d7-8d85-9b6ba845ba1d,Bugesera,0,entry,"Business, Administration and Law",220000,258043,27/07/2026,12/01/2027,active,2072,2072
4000003001-020000000300000000-00115,3ac52c40-4497-59e9-9e18-5bd944340aee,Head of Health Center,NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,5,senior,"Natural Sciences, Mathematics and Statistics",525000,624059,15/07/2026,29/10/2026,active,72,72
5100000000-801101030000000000-00082,388c1b4b-9528-594b-a3c0-18b83cc7a490,Secretary to Finance Unit,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Nyamasheke,0,entry,"Business, Administration and Law",220000,307989,15/10/2026,04/02/2027,active,672,672
4700003001-020000000200000000-00010,7d232787-ef1a-5665-b49c-49e6ffa40d3c,Accountant A1,HUYE DISTRICT,8389d518-a63f-5b73-b6aa-59f323787365,Huye,0,entry,"Business, Administration and Law",220000,297203,18/08/2026,07/12/2026,active,531,531
0303000000-060400000000000000-00023,f9f3c7c1-8c89-5d77-9c0a-ca8272a0668a,Accountant,National Commission for Human Rights,991f005e-39cc-55c7-93da-f1b14fa73994,Huye,0,entry,"Business, Administration and Law",220000,296019,06/10/2026,05/04/2027,active,1256,1256
5500000000-801103170000000000-00088,92eb30f2-62c7-5967-a835-44f974d7c5a0,Secretary and Customer Care,NYABIHU DISTRICT,3072086c-23c7-5d94-ab83-8a26850e0780,Kicukiro,0,entry,"Business, Administration and Law",220000,278481,08/07/2026,13/10/2026,active,632,632
4300003001-020010000000000000-00010,c78ebd11-4beb-5c37-928e-37fe83430fd4,Accountant A1,KAYONZA DISTRICT,285e5a0c-eb3a-5553-8cdb-bb6b227b586d,Kayonza,0,entry,"Business, Administration and Law",220000,255415,11/10/2026,21/04/2027,active,25,25
4400003001-201011030000000000-00017,abd160b6-6e13-5c6c-8e68-28cc4f85955d,Infrastructure Maintenance Officer A1/A0,KIREHE District,3fcb36e2-946d-5fa4-8f12-4daf1e0ee358,Gicumbi,0,entry,"Engineering, Manufacturing and Construction",220000,302531,09/09/2026,12/02/2027,active,802,802
1903000000-150102000000000000-00005,f00ef731-8db7-5350-ba12-f2541140472a,Administrative Assistant to the Executive Secretary,RWANDA INFORMATION SOCIETY AUTHORITY,9bb84a42-8cd4-5d59-80cf-5b9583db52fa,Huye,0,entry,Education,220000,279509,20/07/2026,09/03/2027,active,1550,1550
